repo,user,week,commit_count,pr_created,pr_closed,pr_consumption_rate
langchain-aws,efriis,2024-03-25,0.0,2.0,2.0,1.0
langchain-aws,efriis,2024-04-01,0.0,3.0,3.0,1.0
langchain-aws,efriis,2024-04-08,0.0,1.0,1.0,1.0
langchain-aws,efriis,2024-04-15,0.0,1.0,1.0,1.0
langchain-aws,efriis,2024-04-22,0.0,2.0,2.0,1.0
langchain-aws,efriis,2024-05-13,0.0,2.0,2.0,1.0
langchain-aws,efriis,2024-07-29,0.0,1.0,1.0,1.0
langchain-aws,efriis,2024-09-16,0.0,1.0,1.0,1.0
langchain-aws,efriis,2024-11-04,0.0,1.0,1.0,1.0
langchain-aws,efriis,2024-11-11,0.0,2.0,2.0,1.0
langchain-aws,efriis,2024-12-16,0.0,1.0,1.0,1.0
langchain-aws,fedor-intercom,2024-04-29,0.0,1.0,1.0,1.0
langchain-aws,ghinch,2024-11-18,0.0,1.0,1.0,1.0
langchain-aws,gilltan,2024-06-24,0.0,1.0,1.0,1.0
langchain-aws,grvvrmtech,2024-06-03,0.0,1.0,0.0,0.0
langchain-aws,guilt,2024-12-09,0.0,2.0,1.0,0.5
langchain-aws,haoguohua,2024-05-27,0.0,1.0,0.0,0.0
langchain-aws,hourliert,2024-08-05,0.0,1.0,1.0,1.0
langchain-aws,ihmaws,2024-05-13,0.0,1.0,1.0,1.0
langchain-aws,ihmaws,2024-09-23,0.0,1.0,1.0,1.0
langchain-aws,ihmaws,2024-09-30,0.0,1.0,1.0,1.0
langchain-aws,jdbaker01,2024-10-21,0.0,1.0,1.0,1.0
langchain-aws,jdbaker01,2024-10-28,0.0,1.0,0.0,0.0
langchain-aws,jdbaker01,2024-11-18,0.0,1.0,1.0,1.0
langchain-aws,jdbaker01,2025-02-10,0.0,1.0,0.0,0.0
langchain-aws,jean-farmer,2024-12-02,0.0,1.0,1.0,1.0
langchain-aws,jimfingal,2025-02-03,0.0,1.0,1.0,1.0
langchain-aws,jlosito,2025-02-03,0.0,1.0,0.0,0.0
langchain-aws,joehu21,2024-07-08,0.0,1.0,1.0,1.0
langchain-aws,jonathanglima,2024-12-02,0.0,1.0,1.0,1.0
langchain-aws,jpfcabral,2025-01-13,0.0,1.0,1.0,1.0
langchain-aws,jward92,2024-07-22,0.0,1.0,1.0,1.0
langchain-aws,karlnewell,2024-04-29,0.0,1.0,1.0,1.0
langchain-aws,kcgourishetti,2024-08-05,0.0,1.0,1.0,1.0
langchain-aws,kcgourishetti,2024-08-19,0.0,1.0,1.0,1.0
langchain-aws,kcgourishetti,2024-10-14,0.0,1.0,1.0,1.0
langchain-aws,keremnalbant,2024-09-02,0.0,1.0,1.0,1.0
langchain-aws,keshavd,2024-07-01,0.0,1.0,1.0,1.0
langchain-aws,ksaegusa,2024-05-06,0.0,1.0,1.0,1.0
langchain-aws,kyoonkwon,2025-01-06,0.0,1.0,1.0,1.0
langchain-aws,laithalsaadoon,2024-06-10,0.0,1.0,1.0,1.0
langchain-aws,langchain-infra,2024-09-16,0.0,1.0,1.0,1.0
langchain-aws,martinwangjian,2025-02-03,0.0,1.0,0.0,0.0
langchain-aws,michaelnchin,2024-12-02,0.0,1.0,1.0,1.0
langchain-aws,michaelnchin,2024-12-16,0.0,2.0,2.0,1.0
langchain-aws,michaelnchin,2025-01-06,0.0,1.0,1.0,1.0
langchain-aws,michaelnchin,2025-01-13,0.0,1.0,1.0,1.0
langchain-aws,michaelnchin,2025-01-27,0.0,1.0,1.0,1.0
langchain-aws,michaelnchin,2025-02-03,0.0,1.0,0.0,0.0
langchain-aws,michaelnchin,2025-02-10,0.0,1.0,0.0,0.0
langchain-aws,munday-tech,2024-06-17,0.0,1.0,1.0,1.0
langchain-aws,patcheng,2025-02-10,0.0,1.0,0.0,0.0
langchain-aws,patilvishal0597,2025-01-13,0.0,1.0,1.0,1.0
langchain-aws,patilvishal0597,2025-01-20,0.0,1.0,0.0,0.0
langchain-aws,patilvishal0597,2025-01-27,0.0,1.0,1.0,1.0
langchain-aws,patilvishal0597,2025-02-03,0.0,2.0,2.0,1.0
langchain-aws,patilvishal0597,2025-02-10,0.0,1.0,0.0,0.0
langchain-aws,pavelm10,2024-09-09,0.0,1.0,1.0,1.0
langchain-aws,pnadolny13,2025-01-20,0.0,1.0,0.0,0.0
langchain-aws,pravali96,2024-09-30,0.0,1.0,1.0,1.0
langchain-aws,ravediamond,2024-07-01,0.0,2.0,2.0,1.0
langchain-aws,renjiexu-amzn,2024-10-07,0.0,1.0,1.0,1.0
langchain-aws,renjiexu-amzn,2024-10-14,0.0,1.0,1.0,1.0
langchain-aws,roberttstephens,2024-08-12,0.0,1.0,1.0,1.0
langchain-aws,rozerarenu,2024-05-06,0.0,1.0,1.0,1.0
langchain-aws,rsgrewal-aws,2024-10-14,0.0,1.0,1.0,1.0
langchain-aws,spigarmx,2024-05-27,0.0,1.0,0.0,0.0
langchain-aws,supreetkt,2024-05-20,0.0,1.0,0.0,0.0
langchain-aws,thiagotps,2024-07-01,0.0,2.0,2.0,1.0
langchain-aws,thiagotps,2024-08-05,0.0,1.0,1.0,1.0
langchain-aws,thiagotps,2024-08-12,0.0,1.0,1.0,1.0
langchain-aws,tomron-aws,2024-12-02,0.0,1.0,0.0,0.0
langchain-aws,userlerueda,2024-06-10,0.0,1.0,0.0,0.0
langchain-aws,verissimomanoel,2024-07-15,0.0,1.0,0.0,0.0
langchain-aws,watany-dev,2024-11-11,0.0,1.0,0.0,0.0
langchain-aws,will-gao42,2024-06-24,0.0,1.0,0.0,0.0
langchain-aws,wolfgangcolsman,2025-01-13,0.0,1.0,0.0,0.0
langchain-aws,zhaoJoseph,2024-11-25,0.0,1.0,0.0,0.0
langchain-aws-template,3coins,2023-03-20,0.0,1.0,1.0,1.0
langchain-aws-template,3coins,2023-03-27,0.0,2.0,2.0,1.0
langchain-aws-template,3coins,2023-04-03,0.0,1.0,1.0,1.0
langchain-aws-template,3coins,2023-04-10,0.0,1.0,1.0,1.0
langchain-aws-template,3coins,2023-06-05,0.0,1.0,1.0,1.0
langchain-aws-template,andreaolgiati,2023-03-13,0.0,1.0,1.0,1.0
langchain-aws-template,ctrahey,2023-06-05,0.0,1.0,1.0,1.0
langchain-aws-template,dianachung00,2023-06-26,0.0,2.0,2.0,1.0
langchain-aws-template,dianachung00,2023-07-17,0.0,1.0,1.0,1.0
langchain-aws-template,dianachung00,2023-07-24,0.0,1.0,0.0,0.0
langchain-aws-template,gitmj,2023-03-27,0.0,1.0,1.0,1.0
langchain-aws-template,utopianf,2023-04-03,0.0,1.0,1.0,1.0
langchain-azure,Aniruddh25,2024-10-13,0.0,0.0,0.0,
langchain-azure,Aniruddh25,2024-10-20,0.0,0.0,0.0,
langchain-azure,Aniruddh25,2024-10-27,0.0,0.0,0.0,
langchain-azure,Aniruddh25,2024-11-03,1.0,0.0,0.0,
langchain-azure,Aniruddh25,2024-11-04,0.0,1.0,1.0,1.0
langchain-azure,Aniruddh25,2024-11-10,0.0,0.0,0.0,
langchain-azure,Aniruddh25,2024-11-17,0.0,0.0,0.0,
langchain-azure,Aniruddh25,2024-11-24,0.0,0.0,0.0,
langchain-azure,Aniruddh25,2024-12-01,0.0,0.0,0.0,
langchain-azure,Aniruddh25,2024-12-08,0.0,0.0,0.0,
langchain-azure,Aniruddh25,2024-12-15,0.0,0.0,0.0,
langchain-azure,Aniruddh25,2024-12-22,0.0,0.0,0.0,
langchain-azure,Aniruddh25,2024-12-29,0.0,0.0,0.0,
langchain-azure,Aniruddh25,2025-01-05,0.0,0.0,0.0,
langchain-azure,Aniruddh25,2025-01-12,0.0,0.0,0.0,
langchain-azure,Aniruddh25,2025-01-19,0.0,0.0,0.0,
langchain-azure,Aniruddh25,2025-01-26,0.0,0.0,0.0,
langchain-azure,Aniruddh25,2025-02-02,0.0,0.0,0.0,
langchain-azure,Aniruddh25,2025-02-09,0.0,0.0,0.0,
langchain-azure,Aniruddh25,2025-02-16,0.0,0.0,0.0,
langchain-azure,BenMcH,2025-02-10,0.0,1.0,0.0,0.0
langchain-azure,aayush3011,2024-10-13,0.0,0.0,0.0,
langchain-azure,aayush3011,2024-10-20,0.0,0.0,0.0,
langchain-azure,aayush3011,2024-10-27,0.0,0.0,0.0,
langchain-azure,aayush3011,2024-11-03,0.0,0.0,0.0,
langchain-azure,aayush3011,2024-11-10,0.0,0.0,0.0,
langchain-azure,aayush3011,2024-11-17,0.0,0.0,0.0,
langchain-azure,aayush3011,2024-11-24,0.0,0.0,0.0,
langchain-azure,aayush3011,2024-12-01,0.0,0.0,0.0,
langchain-azure,aayush3011,2024-12-08,0.0,0.0,0.0,
langchain-azure,aayush3011,2024-12-15,0.0,0.0,0.0,
langchain-azure,aayush3011,2024-12-22,0.0,0.0,0.0,
langchain-azure,aayush3011,2024-12-29,0.0,0.0,0.0,
langchain-azure,aayush3011,2025-01-05,0.0,0.0,0.0,
langchain-azure,aayush3011,2025-01-12,0.0,0.0,0.0,
langchain-azure,aayush3011,2025-01-19,0.0,0.0,0.0,
langchain-azure,aayush3011,2025-01-20,0.0,1.0,1.0,1.0
langchain-azure,aayush3011,2025-01-26,0.0,0.0,0.0,
langchain-azure,aayush3011,2025-02-02,1.0,0.0,0.0,
langchain-azure,aayush3011,2025-02-03,0.0,2.0,2.0,1.0
langchain-azure,aayush3011,2025-02-09,0.0,0.0,0.0,
langchain-azure,aayush3011,2025-02-16,0.0,0.0,0.0,
langchain-azure,anushakolan,2025-02-03,0.0,1.0,0.0,0.0
langchain-azure,beccadaniel,2024-10-13,0.0,0.0,0.0,
langchain-azure,beccadaniel,2024-10-20,0.0,0.0,0.0,
langchain-azure,beccadaniel,2024-10-21,0.0,1.0,1.0,1.0
langchain-azure,beccadaniel,2024-10-27,1.0,0.0,0.0,
langchain-azure,beccadaniel,2024-11-03,2.0,0.0,0.0,
langchain-azure,beccadaniel,2024-11-04,0.0,2.0,2.0,1.0
langchain-azure,beccadaniel,2024-11-10,0.0,0.0,0.0,
langchain-azure,beccadaniel,2024-11-17,0.0,0.0,0.0,
langchain-azure,beccadaniel,2024-11-24,0.0,0.0,0.0,
langchain-azure,beccadaniel,2024-12-01,0.0,0.0,0.0,
langchain-azure,beccadaniel,2024-12-08,0.0,0.0,0.0,
langchain-azure,beccadaniel,2024-12-15,0.0,0.0,0.0,
langchain-azure,beccadaniel,2024-12-22,0.0,0.0,0.0,
langchain-azure,beccadaniel,2024-12-29,0.0,0.0,0.0,
langchain-azure,beccadaniel,2025-01-05,0.0,0.0,0.0,
langchain-azure,beccadaniel,2025-01-12,0.0,0.0,0.0,
langchain-azure,beccadaniel,2025-01-19,0.0,0.0,0.0,
langchain-azure,beccadaniel,2025-01-26,0.0,0.0,0.0,
langchain-azure,beccadaniel,2025-02-02,0.0,0.0,0.0,
langchain-azure,beccadaniel,2025-02-09,0.0,0.0,0.0,
langchain-azure,beccadaniel,2025-02-16,0.0,0.0,0.0,
langchain-azure,ccurme,2024-10-13,0.0,0.0,0.0,
langchain-azure,ccurme,2024-10-20,0.0,0.0,0.0,
langchain-azure,ccurme,2024-10-27,0.0,0.0,0.0,
langchain-azure,ccurme,2024-11-03,0.0,0.0,0.0,
langchain-azure,ccurme,2024-11-10,0.0,0.0,0.0,
langchain-azure,ccurme,2024-11-17,0.0,0.0,0.0,
langchain-azure,ccurme,2024-11-24,0.0,0.0,0.0,
langchain-azure,ccurme,2024-12-01,0.0,0.0,0.0,
langchain-azure,ccurme,2024-12-08,0.0,0.0,0.0,
langchain-azure,ccurme,2024-12-15,0.0,0.0,0.0,
langchain-azure,ccurme,2024-12-22,0.0,0.0,0.0,
langchain-azure,ccurme,2024-12-29,0.0,0.0,0.0,
langchain-azure,ccurme,2025-01-05,0.0,0.0,0.0,
langchain-azure,ccurme,2025-01-12,0.0,0.0,0.0,
langchain-azure,ccurme,2025-01-19,0.0,0.0,0.0,
langchain-azure,ccurme,2025-01-26,0.0,0.0,0.0,
langchain-azure,ccurme,2025-02-02,0.0,0.0,0.0,
langchain-azure,ccurme,2025-02-09,1.0,0.0,0.0,
langchain-azure,ccurme,2025-02-10,0.0,1.0,1.0,1.0
langchain-azure,ccurme,2025-02-16,0.0,0.0,0.0,
langchain-azure,charbeltabet,2024-10-13,0.0,0.0,0.0,
langchain-azure,charbeltabet,2024-10-20,0.0,0.0,0.0,
langchain-azure,charbeltabet,2024-10-27,0.0,0.0,0.0,
langchain-azure,charbeltabet,2024-11-03,0.0,0.0,0.0,
langchain-azure,charbeltabet,2024-11-10,0.0,0.0,0.0,
langchain-azure,charbeltabet,2024-11-17,0.0,0.0,0.0,
langchain-azure,charbeltabet,2024-11-24,0.0,0.0,0.0,
langchain-azure,charbeltabet,2024-12-01,0.0,0.0,0.0,
langchain-azure,charbeltabet,2024-12-08,0.0,0.0,0.0,
langchain-azure,charbeltabet,2024-12-15,0.0,0.0,0.0,
langchain-azure,charbeltabet,2024-12-22,0.0,0.0,0.0,
langchain-azure,charbeltabet,2024-12-29,0.0,0.0,0.0,
langchain-azure,charbeltabet,2025-01-05,0.0,0.0,0.0,
langchain-azure,charbeltabet,2025-01-12,0.0,0.0,0.0,
langchain-azure,charbeltabet,2025-01-19,0.0,0.0,0.0,
langchain-azure,charbeltabet,2025-01-26,0.0,0.0,0.0,
langchain-azure,charbeltabet,2025-02-02,0.0,0.0,0.0,
langchain-azure,charbeltabet,2025-02-09,1.0,0.0,0.0,
langchain-azure,charbeltabet,2025-02-10,0.0,2.0,2.0,1.0
langchain-azure,charbeltabet,2025-02-16,0.0,0.0,0.0,
langchain-azure,efriis,2024-10-13,2.0,0.0,0.0,
langchain-azure,efriis,2024-10-14,0.0,1.0,1.0,1.0
langchain-azure,efriis,2024-10-20,0.0,0.0,0.0,
langchain-azure,efriis,2024-10-27,2.0,0.0,0.0,
langchain-azure,efriis,2024-10-28,0.0,2.0,2.0,1.0
langchain-azure,efriis,2024-11-03,1.0,0.0,0.0,
langchain-azure,efriis,2024-11-04,0.0,1.0,1.0,1.0
langchain-azure,efriis,2024-11-10,0.0,0.0,0.0,
langchain-azure,efriis,2024-11-17,0.0,0.0,0.0,
langchain-azure,efriis,2024-11-24,0.0,0.0,0.0,
langchain-azure,efriis,2024-12-01,0.0,0.0,0.0,
langchain-azure,efriis,2024-12-08,0.0,0.0,0.0,
langchain-azure,efriis,2024-12-15,0.0,0.0,0.0,
langchain-azure,efriis,2024-12-22,0.0,0.0,0.0,
langchain-azure,efriis,2024-12-29,0.0,0.0,0.0,
langchain-azure,efriis,2025-01-05,0.0,0.0,0.0,
langchain-azure,efriis,2025-01-12,0.0,0.0,0.0,
langchain-azure,efriis,2025-01-19,0.0,0.0,0.0,
langchain-azure,efriis,2025-01-26,0.0,0.0,0.0,
langchain-azure,efriis,2025-02-02,0.0,0.0,0.0,
langchain-azure,efriis,2025-02-09,0.0,0.0,0.0,
langchain-azure,efriis,2025-02-16,0.0,0.0,0.0,
langchain-azure,fatmelon,2024-10-13,0.0,0.0,0.0,
langchain-azure,fatmelon,2024-10-20,0.0,0.0,0.0,
langchain-azure,fatmelon,2024-10-27,0.0,0.0,0.0,
langchain-azure,fatmelon,2024-11-03,0.0,0.0,0.0,
langchain-azure,fatmelon,2024-11-10,0.0,0.0,0.0,
langchain-azure,fatmelon,2024-11-17,0.0,0.0,0.0,
langchain-azure,fatmelon,2024-11-24,0.0,0.0,0.0,
langchain-azure,fatmelon,2024-12-01,0.0,0.0,0.0,
langchain-azure,fatmelon,2024-12-08,0.0,0.0,0.0,
langchain-azure,fatmelon,2024-12-15,0.0,0.0,0.0,
langchain-azure,fatmelon,2024-12-22,0.0,0.0,0.0,
langchain-azure,fatmelon,2024-12-29,0.0,0.0,0.0,
langchain-azure,fatmelon,2025-01-05,0.0,0.0,0.0,
langchain-azure,fatmelon,2025-01-12,0.0,0.0,0.0,
langchain-azure,fatmelon,2025-01-19,0.0,0.0,0.0,
langchain-azure,fatmelon,2025-01-26,0.0,0.0,0.0,
langchain-azure,fatmelon,2025-02-02,0.0,0.0,0.0,
langchain-azure,fatmelon,2025-02-09,1.0,0.0,0.0,
langchain-azure,fatmelon,2025-02-10,0.0,1.0,1.0,1.0
langchain-azure,fatmelon,2025-02-16,0.0,0.0,0.0,
langchain-azure,ianchi,2025-02-10,0.0,1.0,0.0,0.0
langchain-azure,marlenezw,2024-10-13,0.0,0.0,0.0,
langchain-azure,marlenezw,2024-10-20,0.0,0.0,0.0,
langchain-azure,marlenezw,2024-10-27,1.0,0.0,0.0,
langchain-azure,marlenezw,2024-10-28,0.0,1.0,1.0,1.0
langchain-azure,marlenezw,2024-11-03,0.0,0.0,0.0,
langchain-azure,marlenezw,2024-11-10,0.0,0.0,0.0,
langchain-azure,marlenezw,2024-11-17,0.0,0.0,0.0,
langchain-azure,marlenezw,2024-11-24,0.0,0.0,0.0,
langchain-azure,marlenezw,2024-12-01,0.0,0.0,0.0,
langchain-azure,marlenezw,2024-12-08,0.0,0.0,0.0,
langchain-azure,marlenezw,2024-12-15,0.0,0.0,0.0,
langchain-azure,marlenezw,2024-12-22,0.0,0.0,0.0,
langchain-azure,marlenezw,2024-12-29,0.0,0.0,0.0,
langchain-azure,marlenezw,2025-01-05,0.0,0.0,0.0,
langchain-azure,marlenezw,2025-01-12,0.0,0.0,0.0,
langchain-azure,marlenezw,2025-01-19,1.0,0.0,0.0,
langchain-azure,marlenezw,2025-01-20,0.0,1.0,1.0,1.0
langchain-azure,marlenezw,2025-01-26,0.0,0.0,0.0,
langchain-azure,marlenezw,2025-02-02,2.0,0.0,0.0,
langchain-azure,marlenezw,2025-02-03,0.0,2.0,2.0,1.0
langchain-azure,marlenezw,2025-02-09,2.0,0.0,0.0,
langchain-azure,marlenezw,2025-02-10,0.0,1.0,1.0,1.0
langchain-azure,marlenezw,2025-02-16,0.0,0.0,0.0,
langchain-azure,patcheng,2024-10-13,0.0,0.0,0.0,
langchain-azure,patcheng,2024-10-20,0.0,0.0,0.0,
langchain-azure,patcheng,2024-10-27,0.0,0.0,0.0,
langchain-azure,patcheng,2024-11-03,0.0,0.0,0.0,
langchain-azure,patcheng,2024-11-10,0.0,0.0,0.0,
langchain-azure,patcheng,2024-11-17,0.0,0.0,0.0,
langchain-azure,patcheng,2024-11-24,0.0,0.0,0.0,
langchain-azure,patcheng,2024-12-01,0.0,0.0,0.0,
langchain-azure,patcheng,2024-12-08,0.0,0.0,0.0,
langchain-azure,patcheng,2024-12-15,0.0,0.0,0.0,
langchain-azure,patcheng,2024-12-22,0.0,0.0,0.0,
langchain-azure,patcheng,2024-12-29,0.0,0.0,0.0,
langchain-azure,patcheng,2025-01-05,0.0,0.0,0.0,
langchain-azure,patcheng,2025-01-12,0.0,0.0,0.0,
langchain-azure,patcheng,2025-01-19,0.0,0.0,0.0,
langchain-azure,patcheng,2025-01-26,0.0,0.0,0.0,
langchain-azure,patcheng,2025-02-02,1.0,0.0,0.0,
langchain-azure,patcheng,2025-02-03,0.0,1.0,1.0,1.0
langchain-azure,patcheng,2025-02-09,0.0,0.0,0.0,
langchain-azure,patcheng,2025-02-16,0.0,0.0,0.0,
langchain-azure,santiagxf,2024-10-13,0.0,0.0,0.0,
langchain-azure,santiagxf,2024-10-20,0.0,0.0,0.0,
langchain-azure,santiagxf,2024-10-27,0.0,0.0,0.0,
langchain-azure,santiagxf,2024-11-03,0.0,0.0,0.0,
langchain-azure,santiagxf,2024-11-10,0.0,0.0,0.0,
langchain-azure,santiagxf,2024-11-17,0.0,0.0,0.0,
langchain-azure,santiagxf,2024-11-24,0.0,0.0,0.0,
langchain-azure,santiagxf,2024-12-01,0.0,0.0,0.0,
langchain-azure,santiagxf,2024-12-08,0.0,0.0,0.0,
langchain-azure,santiagxf,2024-12-15,1.0,0.0,0.0,
langchain-azure,santiagxf,2024-12-16,0.0,1.0,1.0,1.0
langchain-azure,santiagxf,2024-12-22,0.0,0.0,0.0,
langchain-azure,santiagxf,2024-12-29,0.0,0.0,0.0,
langchain-azure,santiagxf,2025-01-05,0.0,0.0,0.0,
langchain-azure,santiagxf,2025-01-12,0.0,0.0,0.0,
langchain-azure,santiagxf,2025-01-19,0.0,0.0,0.0,
langchain-azure,santiagxf,2025-01-20,0.0,1.0,1.0,1.0
langchain-azure,santiagxf,2025-01-26,0.0,0.0,0.0,
langchain-azure,santiagxf,2025-02-02,2.0,0.0,0.0,
langchain-azure,santiagxf,2025-02-03,0.0,2.0,2.0,1.0
langchain-azure,santiagxf,2025-02-09,1.0,0.0,0.0,
langchain-azure,santiagxf,2025-02-10,0.0,1.0,1.0,1.0
langchain-azure,santiagxf,2025-02-16,0.0,0.0,0.0,
langchain-azure,yorek,2024-10-13,0.0,0.0,0.0,
langchain-azure,yorek,2024-10-20,0.0,0.0,0.0,
langchain-azure,yorek,2024-10-27,0.0,0.0,0.0,
langchain-azure,yorek,2024-11-03,0.0,0.0,0.0,
langchain-azure,yorek,2024-11-04,0.0,1.0,1.0,1.0
langchain-azure,yorek,2024-11-10,1.0,0.0,0.0,
langchain-azure,yorek,2024-11-17,0.0,0.0,0.0,
langchain-azure,yorek,2024-11-24,0.0,0.0,0.0,
langchain-azure,yorek,2024-12-01,0.0,0.0,0.0,
langchain-azure,yorek,2024-12-08,0.0,0.0,0.0,
langchain-azure,yorek,2024-12-15,0.0,0.0,0.0,
langchain-azure,yorek,2024-12-22,0.0,0.0,0.0,
langchain-azure,yorek,2024-12-29,0.0,0.0,0.0,
langchain-azure,yorek,2025-01-05,0.0,0.0,0.0,
langchain-azure,yorek,2025-01-12,0.0,0.0,0.0,
langchain-azure,yorek,2025-01-19,0.0,0.0,0.0,
langchain-azure,yorek,2025-01-26,0.0,0.0,0.0,
langchain-azure,yorek,2025-02-02,0.0,0.0,0.0,
langchain-azure,yorek,2025-02-09,0.0,0.0,0.0,
langchain-azure,yorek,2025-02-16,0.0,0.0,0.0,
langchain-benchmarks,MaruthiKo,2024-01-01,0.0,1.0,1.0,1.0
langchain-benchmarks,abhinav-kimothi,2024-07-22,0.0,1.0,0.0,0.0
langchain-benchmarks,baskaryan,2024-03-04,0.0,1.0,1.0,1.0
langchain-benchmarks,baskaryan,2024-03-11,0.0,2.0,2.0,1.0
langchain-benchmarks,baskaryan,2024-07-22,0.0,4.0,4.0,1.0
langchain-benchmarks,ccurme,2024-04-08,0.0,1.0,1.0,1.0
langchain-benchmarks,ccurme,2024-10-14,0.0,1.0,1.0,1.0
langchain-benchmarks,dependabot[bot],2023-11-27,0.0,1.0,1.0,1.0
langchain-benchmarks,eltociear,2024-07-22,0.0,1.0,1.0,1.0
langchain-benchmarks,eyurtsev,2023-11-13,0.0,12.0,12.0,1.0
langchain-benchmarks,eyurtsev,2023-11-20,0.0,33.0,33.0,1.0
langchain-benchmarks,eyurtsev,2023-11-27,0.0,7.0,7.0,1.0
langchain-benchmarks,eyurtsev,2023-12-04,0.0,5.0,4.0,0.8
langchain-benchmarks,eyurtsev,2023-12-11,0.0,21.0,18.0,0.8571428571428571
langchain-benchmarks,eyurtsev,2023-12-18,0.0,7.0,6.0,0.8571428571428571
langchain-benchmarks,eyurtsev,2024-02-05,0.0,1.0,1.0,1.0
langchain-benchmarks,eyurtsev,2024-04-08,0.0,5.0,5.0,1.0
langchain-benchmarks,eyurtsev,2024-04-15,0.0,14.0,14.0,1.0
langchain-benchmarks,fpingham,2023-08-14,0.0,1.0,1.0,1.0
langchain-benchmarks,hinthornw,2023-08-14,0.0,1.0,1.0,1.0
langchain-benchmarks,hinthornw,2023-09-18,0.0,1.0,1.0,1.0
langchain-benchmarks,hinthornw,2023-11-06,0.0,1.0,1.0,1.0
langchain-benchmarks,hinthornw,2023-11-13,0.0,1.0,1.0,1.0
langchain-benchmarks,hinthornw,2023-11-20,0.0,24.0,24.0,1.0
langchain-benchmarks,hinthornw,2023-11-27,0.0,5.0,5.0,1.0
langchain-benchmarks,hinthornw,2023-12-04,0.0,2.0,2.0,1.0
langchain-benchmarks,hinthornw,2023-12-11,0.0,10.0,10.0,1.0
langchain-benchmarks,hinthornw,2023-12-18,0.0,5.0,5.0,1.0
langchain-benchmarks,hwchase17,2023-09-11,0.0,1.0,1.0,1.0
langchain-benchmarks,hwchase17,2023-09-18,0.0,1.0,1.0,1.0
langchain-benchmarks,hwchase17,2024-02-19,0.0,1.0,0.0,0.0
langchain-benchmarks,isahers1,2024-07-01,0.0,1.0,1.0,1.0
langchain-benchmarks,isahers1,2024-07-15,0.0,1.0,1.0,1.0
langchain-benchmarks,isahers1,2024-07-22,0.0,1.0,1.0,1.0
langchain-benchmarks,isahers1,2024-08-05,0.0,12.0,12.0,1.0
langchain-benchmarks,legendof-selda,2024-11-25,0.0,1.0,0.0,0.0
langchain-benchmarks,leo-gan,2023-12-18,0.0,1.0,1.0,1.0
langchain-benchmarks,rlancemartin,2023-08-14,0.0,2.0,2.0,1.0
langchain-benchmarks,rlancemartin,2023-11-20,0.0,1.0,1.0,1.0
langchain-benchmarks,rlancemartin,2023-12-04,0.0,3.0,3.0,1.0
langchain-benchmarks,rlancemartin,2023-12-11,0.0,2.0,2.0,1.0
langchain-benchmarks,shyeetsao,2023-08-07,0.0,1.0,1.0,1.0
langchain-benchmarks,tjaffri,2023-11-20,0.0,3.0,3.0,1.0
langchain-benchmarks,tjaffri,2023-12-04,0.0,1.0,1.0,1.0
langchain-cerebras,ccurme,2024-08-25,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-09-01,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-09-08,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-09-15,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-09-22,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-09-29,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-10-06,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-10-13,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-10-20,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-10-27,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-11-03,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-11-10,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-11-17,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-11-24,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-12-01,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-12-08,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-12-15,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-12-22,0.0,0.0,0.0,
langchain-cerebras,ccurme,2024-12-29,0.0,0.0,0.0,
langchain-cerebras,ccurme,2025-01-05,1.0,0.0,0.0,
langchain-cerebras,ccurme,2025-01-06,0.0,1.0,1.0,1.0
langchain-cerebras,ccurme,2025-01-12,0.0,0.0,0.0,
langchain-cerebras,ccurme,2025-01-19,0.0,0.0,0.0,
langchain-cerebras,ccurme,2025-01-26,0.0,0.0,0.0,
langchain-cerebras,ccurme,2025-02-02,0.0,0.0,0.0,
langchain-cerebras,ccurme,2025-02-09,0.0,0.0,0.0,
langchain-cerebras,ccurme,2025-02-16,0.0,0.0,0.0,
langchain-cerebras,efriis,2024-08-25,3.0,0.0,0.0,
langchain-cerebras,efriis,2024-08-26,0.0,2.0,2.0,1.0
langchain-cerebras,efriis,2024-09-01,0.0,0.0,0.0,
langchain-cerebras,efriis,2024-09-08,0.0,0.0,0.0,
langchain-cerebras,efriis,2024-09-15,1.0,0.0,0.0,
langchain-cerebras,efriis,2024-09-16,0.0,1.0,1.0,1.0
langchain-cerebras,efriis,2024-09-22,0.0,0.0,0.0,
langchain-cerebras,efriis,2024-09-29,0.0,0.0,0.0,
